Product,Price,Rating,No. of reviews,Link
"Whiskas Adult Dry Cat Food, Ocean Fish Flavour – 3 kg Pack",736.00,4.3 out of 5 stars,485,https://www.amazon.in//Whiskas-Adult-Food-Ocean-flavour/dp/B00LHULUTM?_encoding=UTF8&psc=1
"Nature Forever Bird Feeder, Transparent (2 Pieces)",387.00,4.0 out of 5 stars,"1,970",https://www.amazon.in//Nature-Forever-Feeder-Transparent-Pieces/dp/B00OMOV93C?_encoding=UTF8&psc=1
"Pedigree Dentastix (Value) Oral Care Dog Treat for Adult Large Breed (25 kg+) Dogs, 1.08 kg Monthly Pack (28 Sticks)",720.00,4.3 out of 5 stars,140,https://www.amazon.in//Pedigree-Dentastix-Value-Monthly-Sticks/dp/B01BBXRC5U?_encoding=UTF8&psc=1
"Pets Empire Stainless Steel Dog Bowl (Medium, Set of 2)",224.10,4.3 out of 5 stars,211,https://www.amazon.in//Pets-Empire-Stainless-Steel-Medium/dp/B072XW1FSP?_encoding=UTF8&psc=1
"Purepet Chicken and Vegetables Adult Dog Food, 9 kg",879.00,3.5 out of 5 stars,487,https://www.amazon.in//Purepet-Chicken-Vegetables-Adult-Food/dp/B00PCDCQKM?_encoding=UTF8&psc=1
"Whiskas Adult Wet Cat Food, Chicken in Gravy,85 g (Pack of 12)",386.00,4.2 out of 5 stars,143,https://www.amazon.in//Whiskas-Adult-Food-Chicken-Gravy/dp/B01KFIP1JQ?_encoding=UTF8&psc=1
"Pedigree Adult Dry Dog Food, Vegetarian – 3 kg Pack",598.00,3.6 out of 5 stars,210,https://www.amazon.in//Pedigree-Adult-Dry-Food-Vegetarian/dp/B00LHS8SHG?_encoding=UTF8&psc=1
"Pedigree Adult Dry Dog Food (High Protein Variant), Chicken, Egg and Rice, 3 Kg",630.00,4.2 out of 5 stars,270,https://www.amazon.in//Pedigree-Adult-Protein-Variant-Chicken/dp/B07BWXP7CV?_encoding=UTF8&psc=1
"Whiskas Adult Dry Cat Food, Tuna Flavour – 3 kg Pack",736.00,4.2 out of 5 stars,412,https://www.amazon.in//Whiskas-Adult-Food-Tuna-flavour/dp/B005LA8RH2?_encoding=UTF8&psc=1
"Whiskas Adult Wet Cat Food, Tuna in Jelly – 85 g (1.02 kg, 12 Pouches)",386.00,4.1 out of 5 stars,99,https://www.amazon.in//Whiskas-Adult-Food-Tuna-Jelly/dp/B01LZWY61S?_encoding=UTF8&psc=1
"Meat Up Puppy Dog Food, 3 kg (Buy 1 Get 1 Free)",630.00,3.5 out of 5 stars,596,https://www.amazon.in//Meat-Up-Puppy-Food-Free/dp/B075WXVYR5?_encoding=UTF8&psc=1
"Pedigree Adult Dry Dog Food, Meat & Rice – 3 kg Pack",580.00,4.2 out of 5 stars,920,https://www.amazon.in//Pedigree-Adult-Food-Meat-Rice/dp/B00LHS8UTW?_encoding=UTF8&psc=1
"Choostix Biskies Real Chicken Dog Treat, 1 kg (Jar)",234.00,3.6 out of 5 stars,955,https://www.amazon.in//Choostix-Biskies-Real-Chicken-Treat/dp/B00LEF6CJS?_encoding=UTF8&psc=1
"Taiyo Grow Fish Food, 500 g",150.00,4.0 out of 5 stars,316,https://www.amazon.in//Taiyo-Grow-Fish-Food-500/dp/B00LM65506?_encoding=UTF8&psc=1
"Chappi Adult Dry Dog Food, Chicken & Rice - 20 kg","2,392.00",4.1 out of 5 stars,145,https://www.amazon.in//Chappi-Adult-Food-Chicken-Rice/dp/B00TIOQRPG?_encoding=UTF8&psc=1
"Drools Optimum Performance Adult Dog Food, 20kg","2,244.00",3.8 out of 5 stars,336,https://www.amazon.in//Drools-Optimum-Performance-Adult-Food/dp/B00MZ0UHQA?_encoding=UTF8&psc=1
Super Dog Spiked Rubber Dog Ball (Color May Vary),154.00,4.3 out of 5 stars,384,https://www.amazon.in//Super-Dog-Spiked-Rubber-Color/dp/B00SIMLZ5G?_encoding=UTF8&psc=1
"Pedigree Dentastix (Value) Oral Care Dog Treat for Adult Small Breed (5, 10 kg) Dogs, 440 g Monthly Pack (28 Sticks)",480.00,4.2 out of 5 stars,182,https://www.amazon.in//Pedigree-Dentastix-Value-Monthly-Sticks/dp/B01BBXRICM?_encoding=UTF8&psc=1
"Pedigree Puppy Dry Dog Food, Meat & Milk – 20 kg Pack","2,944.00",4.3 out of 5 stars,131,https://www.amazon.in//Pedigree-Adult-Food-Meat-Milk/dp/B00OMU5UWW?_encoding=UTF8&psc=1
"Meat Up Chicken Gravy Supplement, Skin+Coat- 80g, Pack of 15 (Buy 1 Get 1 Free)",599.00,2.5 out of 5 stars,77,https://www.amazon.in//Meat-Up-Chicken-Gravy-Supplement/dp/B07CHJ7XN5?_encoding=UTF8&psc=1
"Pedigree Puppy Dry Dog Food, Chicken & Milk – 10 kg Pack","1,629.00",4.2 out of 5 stars,149,https://www.amazon.in//Pedigree-Puppy-Food-Chicken-Milk/dp/B00LHS8PZG?_encoding=UTF8&psc=1
Xinyou Fish Tank Water Gravel Cleaning Syphon Pump Water Changer Tool,170.00,3.9 out of 5 stars,70,https://www.amazon.in//Xinyou-Gravel-Cleaning-Syphon-Changer/dp/B01MF64DYF?_encoding=UTF8&psc=1
"Pedigree Adult Wet Dog Food, Chicken & Liver Chunks in Gravy – 80g (Pack of 30)",900.00,4.5 out of 5 stars,796,https://www.amazon.in//Pedigree-Adult-Chicken-Liver-Chunks/dp/B073P4D9M2?_encoding=UTF8&psc=1
