Product,Price,Rating,No. of reviews,Link
Philips HP8302 Essential Selfie Straightener (Black),"1,099.00",4.2 out of 5 stars,"2,640",https://www.amazon.in//Philips-HP8302-Essential-Selfie-Straightener/dp/B00TGXJBNE?_encoding=UTF8&psc=1
PediaSure Health & Nutrition Drink Powder for Kids Growth - 1kg (Chocolate),"1,015.00",4.3 out of 5 stars,"1,388",https://www.amazon.in//PediaSure-Health-Nutrition-Powder-Growth/dp/B072BY7D4H?_encoding=UTF8&psc=1
"Ezee Garbage Bag - 19x21 inches (Pack of 3, 90 Pieces, Small)",156.00,3.7 out of 5 stars,361,https://www.amazon.in//Ezee-Garbage-Bag-inches-Pieces/dp/B06VX8YR6Q?_encoding=UTF8&psc=1
"Dr. Morepen BG-03 Blood Glucose Test Strips, 50 Strips (Black/White)(Only Strips, No Glucometer)",628.00,4.2 out of 5 stars,"1,147",https://www.amazon.in//Dr-Morepen-BG-03-Glucose-Glucometer/dp/B01GPLNLBM?_encoding=UTF8&psc=1
"Harpic Powerplus Toilet Cleaner Original, 1 L",140.00,4.4 out of 5 stars,"1,823",https://www.amazon.in//Harpic-Powerplus-Toilet-Cleaner-Original/dp/B00NWFVVG2?_encoding=UTF8&psc=1
Listerine Cool Mint Mouthwash 250ml (Buy 2 Get 1 Free),238.00,4.4 out of 5 stars,400,https://www.amazon.in//Listerine-Cool-Mint-Mouthwash-250ml/dp/B0761196MM?_encoding=UTF8&psc=1
RUBS Electric Gel Bottle Pouch Massager Hot Water Bag (Multicolour),149.00,3.8 out of 5 stars,289,https://www.amazon.in//RUBS-Electric-Bottle-Massager-Multicolour/dp/B07KX66D9B?_encoding=UTF8&psc=1
"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 2 lbs, (Double Rich Chocolate)","2,885.00",3.9 out of 5 stars,"2,951",https://www.amazon.in//Optimum-Nutrition-Standard-Protein-Powder/dp/B002DYIZH6?_encoding=UTF8&psc=1
Stayfree Secure XL Ultra Thin Sanitary napkins (40 Count),166.00,3.9 out of 5 stars,149,https://www.amazon.in//Stayfree-Secure-Ultra-Sanitary-napkins/dp/B07CQ4SY7B?_encoding=UTF8&psc=1
Amazon Brand - Presto! Dish Wash Gel - 2 L (Lemon),189.00,4.3 out of 5 stars,126,https://www.amazon.in//Amazon-Brand-Presto-Dish-Lemon/dp/B07G46X9BT?_encoding=UTF8&psc=1
"Harpic Powerplus Toilet Cleaner - 1000 ml (Rose, Pack of 2)",285.00,4.3 out of 5 stars,276,https://www.amazon.in//Harpic-Powerplus-Toilet-Cleaner-1000/dp/B016D3J6E8?_encoding=UTF8&psc=1
Mr. White Powder - 3KG+1KG FREE (4KG),219.00,4.2 out of 5 stars,"1,035",https://www.amazon.in//Mr-White-Powder-3KG-FREE/dp/B0153BQ0QI?_encoding=UTF8&psc=1
"Nestle Ceregrow Fortified Multigrain Cereal with Milk and Fruits, 300g Bag-In-Box Pack",234.00,4.5 out of 5 stars,283,https://www.amazon.in//Nestl%C3%A9-Nestle-Ceregrow-300-g/dp/B01IQVDI6M?_encoding=UTF8&psc=1
