Product,Price,Rating,No. of reviews,Link
Himalaya Baby Massage Oil (500ml),211.00,4.2 out of 5 stars,"1,831",https://www.amazon.in//Himalaya-Baby-Massage-Oil-500ml/dp/B00NOKRPD8?_encoding=UTF8&psc=1
Himalaya Gentle Baby Wipes (72Napkins of 2 Packs),210.00,4.3 out of 5 stars,938,https://www.amazon.in//Himalaya-gentle-Wipes-72Napkins-packs/dp/B017VOMJ6A?_encoding=UTF8&psc=1
"Pampers New Diapers Pants, Medium (54 Count)",514.00,3.9 out of 5 stars,"10,583",https://www.amazon.in//Pampers-Diapers-Pants-Medium-Count/dp/B07DNYN74C?_encoding=UTF8&psc=1
"Little's Soft Cleansing Baby Wipes (Pack of 3, 80 Wipes)",257.00,4.4 out of 5 stars,"1,270",https://www.amazon.in//Littles-Soft-Cleansing-Baby-Wipes/dp/B004X7545M?_encoding=UTF8&psc=1
Huggies Wonder Pants Large Size Diapers Monthly Pack (128 Count),"1,240.00",3.8 out of 5 stars,"19,436",https://www.amazon.in//Huggies-Wonder-Pants-Diapers-Monthly/dp/B075GHP2LX?_encoding=UTF8&psc=1
"Pampers New Diapers Pants, XXL (22 Count)",384.00,3.9 out of 5 stars,"10,583",https://www.amazon.in//Pampers-New-Diapers-Pants-Count/dp/B07CX22282?_encoding=UTF8&psc=1
"Pampers Premium Care Pants Diapers Monthly Box Pack, X-Large, 72 Count","1,359.00",4.0 out of 5 stars,"2,682",https://www.amazon.in//Pampers-Premium-Care-Diapers-Monthly/dp/B07F2HMCQ2?_encoding=UTF8&psc=1
Huggies Wonder Double Extra Large Size Diapers Pants (24 Count),369.00,3.8 out of 5 stars,"19,436",https://www.amazon.in//Huggies-Wonder-Double-Extra-Diapers/dp/B01MQGU9L0?_encoding=UTF8&psc=1
"Himalaya Total Care Baby Pants Diapers, Large, 76 Count",715.00,3.8 out of 5 stars,"1,860",https://www.amazon.in//Himalaya-Total-Pants-Diapers-Large/dp/B07MJ5PBNH?_encoding=UTF8&psc=1
MamyPoko Extra Absorb Medium Size Baby Diapers (56 Count),548.00,4.2 out of 5 stars,"9,951",https://www.amazon.in//MamyPoko-Medium-Size-Diapers-count/dp/B014CJZK8Q?_encoding=UTF8&psc=1
"Pampers Premium Care Pants Diapers Monthly Box Pack, Large, 88 Count","1,359.00",4.0 out of 5 stars,"2,682",https://www.amazon.in//Pampers-Premium-Care-Diapers-Monthly/dp/B07FHD5WNB?_encoding=UTF8&psc=1
"Baby Dove Rich Moisture Hair to Toe Baby Wash, 400 ml",239.00,4.3 out of 5 stars,536,https://www.amazon.in//Baby-Dove-Rich-Moisture-400ml/dp/B072PZ1W89?_encoding=UTF8&psc=1
"Himalaya Baby Cream, 200ml",157.00,4.3 out of 5 stars,"1,495",https://www.amazon.in//Himalaya-Baby-Cream-200ml/dp/B00QGEN6C8?_encoding=UTF8&psc=1
"Pampers Active Baby Diapers, Small (46 Count)",626.00,4.2 out of 5 stars,"8,398",https://www.amazon.in//Pampers-Active-Small-Diapers-Count/dp/B00AWMBPHS?_encoding=UTF8&psc=1
Pampers Fresh Clean Baby Wipes (64 Count),93.00,3.9 out of 5 stars,628,https://www.amazon.in//Pampers-Fresh-Clean-Wipes-Count/dp/B01N5IWJUQ?_encoding=UTF8&psc=1
"Pampers Premium Care Pants Diapers Monthly Box Pack, Medium, 108 Count","1,359.00",4.0 out of 5 stars,"2,682",https://www.amazon.in//Pampers-Premium-Care-Diapers-Monthly/dp/B07F2HR5QY?_encoding=UTF8&psc=1
"Pampers New Diapers Pants, Large, (46 Count)",515.00,3.9 out of 5 stars,"10,583",https://www.amazon.in//Pampers-Diapers-Pants-Large-White/dp/B07CXGS2VM?_encoding=UTF8&psc=1
"Himalaya Gentle Baby Soap Value Pack, 4 * 75g",111.00,4.4 out of 5 stars,"1,378",https://www.amazon.in//Himalaya-Gentle-Baby-Soap-Value/dp/B00ZTSOJSM?_encoding=UTF8&psc=1
"Pampers Premium Care Pants Diapers, Large, 44 Count",709.00,4.0 out of 5 stars,"2,682",https://www.amazon.in//Pampers-Premium-Care-Pants-Diapers/dp/B07DDXVK39?_encoding=UTF8&psc=1
Huggies Wonder Pants Medium Size Diapers Monthly Pack (152 Count),"1,240.00",3.8 out of 5 stars,"19,436",https://www.amazon.in//Huggies-Wonder-Medium-Diapers-Monthly/dp/B075GQCRN9?_encoding=UTF8&psc=1
"LuvLap Anti-Bacterial Baby Bottles, Accessories and Vegetable Liquid Cleanser Refill Pack (1L)",311.00,4.4 out of 5 stars,698,https://www.amazon.in//Anti-Bacterial-Bottles-Accessories-Vegetable-Cleanser/dp/B01N362DN7?_encoding=UTF8&psc=1
